Stockcode,Descripiton,Cat,Sub Cat,SBU
68381-100MG,BENZALACETONE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
08393-25MG,OLEAMIDE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
46364-250MG,CRYSTAL VIOLET CHLORIDE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
49722-1ML,4-METHYL-3-PENTEN-2-ONE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
73417-100MG,"BISPHENOL A (2,3-DIHYDROX",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
K3752-5G,ALPHA-KETOGLUTARIC ACID D,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
E5139-25G,DL-ETHIONINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
LM1002-1EA,17:0-20:4 PC,Chemistry,Biochemistry IFRS & Other,Direct Assign
P0763-50MG,"1,2-DIPALMITOYL-SN-GLYCER",Chemistry,Biochemistry IFRS & Other,Direct Assign
P9386-100MG,POLY-L-HISTIDINE MOL WT 5,Chemistry,Biochemistry IFRS & Other,Direct Assign
P9404-25MG,POLY-L-LYSINE HYDROCHLORI,Chemistry,Biochemistry IFRS & Other,Direct Assign
P9405-250MG,O-PHOSPHO-L-TYROSINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
X3877-25G,D-(+)-XYLOSE BIOXTRA,Chemistry,Biochemistry IFRS & Other,Direct Assign
L3750-500G,B-LACTOSE,Chemistry,Biochemistry IFRS & Other,Direct Assign
M8146-250MG,METHYL-B-D-THIOGALACTOSID,Chemistry,Biochemistry IFRS & Other,Direct Assign
M8429-100G,"D-MANNITOL, MEETS EP, FCC",Chemistry,Biochemistry IFRS & Other,Direct Assign
O3880-1G,SODIUM OLEATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
O4386-25G,L-ORNITHINE MONOHYDROCHLO,Chemistry,Biochemistry IFRS & Other,Direct Assign
P6888-100MG,6-PHOSPHOGLUCONIC ACID TR,Chemistry,Biochemistry IFRS & Other,Direct Assign
850725C-200MG,"18:1 (Δ9-Cis) PE (DOPE),",Chemistry,Biochemistry IFRS & Other,Direct Assign
A8681-1MG,"3'-SIALYLLACTOSE, FROM BO",Chemistry,Biochemistry IFRS & Other,Direct Assign
CS0005-1KT,Cholesterol,Chemistry,Biochemistry IFRS & Other,Direct Assign
F9381-500MG,FLUOROMETHOLONE,Chemistry,Biochemistry IFRS & Other,Direct Assign
K0133-50MG,Kaempferol,Chemistry,Biochemistry IFRS & Other,Direct Assign
N1271-25MG,NARASIN FROM STREPTOMYCES,Chemistry,Biochemistry IFRS & Other,Direct Assign
N1271-5MG,NARASIN FROM STREPTOMYCES,Chemistry,Biochemistry IFRS & Other,Direct Assign
N1538-10MG,"NOBILETIN, >=97%",Chemistry,Biochemistry IFRS & Other,Direct Assign
P0657-250MG,O-PHTHALDIALDEHYDE,Chemistry,Biochemistry IFRS & Other,Direct Assign
P0880-1G,PRO-GLY,Chemistry,Biochemistry IFRS & Other,Direct Assign
P0899-10MG,POLY-D-LYSINE HYDROBROMID,Chemistry,Biochemistry IFRS & Other,Direct Assign
P9135-1KG,Pectin from citrus peel,Chemistry,Biochemistry IFRS & Other,Direct Assign
P9255-25G,PYRIDOXAL 5'-PHOSPHATE HY,Chemistry,Biochemistry IFRS & Other,Direct Assign
CRM47570,"CIS-4,7,10,13,16,19-DOCOS",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM47571,"CIS-5,8,11,14,17-EICOSAPE",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
44426-100MG,Metanil Yellow,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
95055-50ML,D-Glucosamine IC Standard,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
42958-1ML,METHYL PHENYLACETATE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
79285-25MG,OIL ORANGE SS,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
33416-1ML,OCHRATOXIN A-13C20 SOLUTI,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
44818-1G,"EICOSANE, STANDARD FOR GC",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
04991-5ML-F,"2,6-LUTIDINE, STANDARD FO",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
X6250-1MG,XANTHOPHYLL FROM MARIGOLD,Chemistry,Biochemistry IFRS & Other,Direct Assign
M5500-25G,MELIBIOSE,Chemistry,Biochemistry IFRS & Other,Direct Assign
P4126-1G,PHE-PHE,Chemistry,Biochemistry IFRS & Other,Direct Assign
P4158-25MG,POLY-DL-LYSINE HYDROBROMI,Chemistry,Biochemistry IFRS & Other,Direct Assign
P4279-250MG,L-A-PHOSPHATIDYLCHOLINE T,Chemistry,Biochemistry IFRS & Other,Direct Assign
R0878-25MG,"D-RIBULOSE 1,5-BISPHOSPHA",Chemistry,Biochemistry IFRS & Other,Direct Assign
S1626-100G,SORBIC ACID,Chemistry,Biochemistry IFRS & Other,Direct Assign
S8626-500G,SULFADIAZINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
27885-50MG,"COUMESTROL, >=95.0% HPLC",Chemistry,Biochemistry IFRS & Other,Direct Assign
37272-10MG,"7,8-DIHYDRO-L-BIOPTERIN",Chemistry,Biochemistry IFRS & Other,Direct Assign
A8054-10MG,D(-)-2-AMINO-5-PHOSPHONOP,Chemistry,Biochemistry IFRS & Other,Direct Assign
C6072-1G,CHOLESTERYL PALMITATE 98+,Chemistry,Biochemistry IFRS & Other,Direct Assign
G6013-100G,"L-GLUTATHIONE REDUCED, BI",Chemistry,Biochemistry IFRS & Other,Direct Assign
O4000-1G,OXYTHIAMINE CHLORIDE HCL,Chemistry,Biochemistry IFRS & Other,Direct Assign
R5010-500MG,"RESVERATROL, >=99% (HPLC)",Chemistry,Biochemistry IFRS & Other,Direct Assign
R5754-25MG,"9-CIS-RETINAL, VITAMIN A",Chemistry,Biochemistry IFRS & Other,Direct Assign
S1876-1KG,D-SORBITOL,Chemistry,Biochemistry IFRS & Other,Direct Assign
850457P-25MG,16:0-18:1 PC,Chemistry,Biochemistry IFRS & Other,Direct Assign
850758P-200MG,Avanti 18:0-18:1 PE,Chemistry,Biochemistry IFRS & Other,Direct Assign
94747-5G,VANCOMYCIN HYDROCHLORIDE,Chemistry,Biochemistry IFRS & Other,Direct Assign
B9938-10MG,CALYCOSIN FROM ASTRAGALUS,Chemistry,Biochemistry IFRS & Other,Direct Assign
CS0010-1KT,BACE1 ACTIVITY ASSAY KIT,Chemistry,Biochemistry IFRS & Other,Direct Assign
CS0780-1KT,BETA-N-ACETYLGLUCOSAMINID,Chemistry,Biochemistry IFRS & Other,Direct Assign
F9634-100MG,"DL-FLUOROCITRIC ACID, BAR",Chemistry,Biochemistry IFRS & Other,Direct Assign
K0133-500MG,KAEMPFEROL,Chemistry,Biochemistry IFRS & Other,Direct Assign
P0963-100G,POTASSIUM OXALATE MONOHYD,Chemistry,Biochemistry IFRS & Other,Direct Assign
P0972-10MU,"POLYMYXIN B SULFATE, MEET",Chemistry,Biochemistry IFRS & Other,Direct Assign
P9135-100G,PECTIN FROM CITRUS PEEL,Chemistry,Biochemistry IFRS & Other,Direct Assign
63978-100MG,(RS)-(METHYLENECYCLOPROPY,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
67696-100MG,N-Nitrosodibenzylamine,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
47267,MONOSACCHARIDES KIT,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
79891-100MG,Eugenol,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
03805-10MG,OENOTHEIN B,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
32245-2ML,OCHRATOXIN A-(PHENYL-D5),Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
47112-U,"CORN OIL, 1000MG, NEAT",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
47118,Olive oil,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
50162-10MG,HESPERIDIN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
93159-100ML,MULTI CATION STANDARD 2 F,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
59765-1ML,"(+)-ISOPULEGOL, TERPENE S",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
32764-1ML,AFLATOXIN B1-13C17 SOLUTI,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
73081-10MG,TETRACHLOROBISPHENOL A,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
ME14-1KT,FATTY ACID METHYL ESTERS,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
S6256-100G,SULFAMETHAZINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
S6256-25G,SULFAMETHAZINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
X1500-10MG,D(+)XYLOSE,Chemistry,Biochemistry IFRS & Other,Direct Assign
X4625-250MG,D-XYLULOSE >=98% (HPLC),Chemistry,Biochemistry IFRS & Other,Direct Assign
G6404-100G,"D-(+)-GALACTOSE BIOXTRA,",Chemistry,Biochemistry IFRS & Other,Direct Assign
L3012-25MG,LIPOPOLYSACCHARIDES FROM,Chemistry,Biochemistry IFRS & Other,Direct Assign
L3763-25MG,GAMMA-LINOLENYL ALCOHOL,Chemistry,Biochemistry IFRS & Other,Direct Assign
O4126-25G,"OXALOACETIC ACID, >=97% (",Chemistry,Biochemistry IFRS & Other,Direct Assign
10120-250G,AMYLOPECTIN FROM MAIZE,Chemistry,Biochemistry IFRS & Other,Direct Assign
239760-25GM,b-Cyclodextrin (1.02127)C,Chemistry,Biochemistry IFRS & Other,Direct Assign
A8960-5G,L-Ascorbic acid 2-phospha,Chemistry,Biochemistry IFRS & Other,Direct Assign
C3809-1G,"CEFTAZIDIME HYDRATE, >=90",Chemistry,Biochemistry IFRS & Other,Direct Assign
E4632-25G,ECONAZOLE NITRATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
F9378-10G,FICOLL TYPE 400-DL,Chemistry,Biochemistry IFRS & Other,Direct Assign
F9505-10G,FURAZOLIDONE,Chemistry,Biochemistry IFRS & Other,Direct Assign
P0537-25MG,L-A-PHOSPHATIDYLCHOLINE D,Chemistry,Biochemistry IFRS & Other,Direct Assign
P9129-1G,5-PREGNEN-3B-OL-20-ONE,Chemistry,Biochemistry IFRS & Other,Direct Assign
P9130-25G,PYRIDOXAL HCL SIGMA GRADE,Chemistry,Biochemistry IFRS & Other,Direct Assign
P9130-500MG,PYRIDOXAL HCL SIGMA GRADE,Chemistry,Biochemistry IFRS & Other,Direct Assign
S6272-5MG,SUBSTANCE P FRAGMENT 1-7,Chemistry,Biochemistry IFRS & Other,Direct Assign
P4663-10MG,POLY-L-ARGININE HYDROCHLO,Chemistry,Biochemistry IFRS & Other,Direct Assign
S0202-50MG,SECOISOLARICIRESINOL DIGL,Chemistry,Biochemistry IFRS & Other,Direct Assign
S0520-25MG,SELENOCYSTAMINE DIHYDROCH,Chemistry,Biochemistry IFRS & Other,Direct Assign
271748-5G,"PYRIDOXAL HYDROCHLORIDE,",Chemistry,Biochemistry IFRS & Other,Direct Assign
CRM40917,"(-)-GUAIOL,1X1ML,2000UG/M",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
32831-100MG,"2,4-Diaminoanisole OEKANA",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
74553-10MG,RUBIADIN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
64643-500MG-F,MYRCENE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
12674-1KT,IQ/OQ/PQ KIT FOR ION CHRO,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
56168-25MG,CAMPHOR BENZALKONIUM METH,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
16558-5ML,FRAGRANCE ALLERGEN MIX A2,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
08163-5ML-F,L-ARGININE HYDROCHLORIDE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
08511-10MG,Curcumin,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
53373-25MG,SUDAN RED 7B,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
53396-500MG,"2,4-DICHLOROBENZOTRIFLUOR",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
C0430-1ML,(-)COTININE METHANOL SOLU,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
42926-10MG,DAIDZIN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
45629-5G-F,"ERUCIC ACID, STANDARD FOR",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
61251-50MG,PALMITOYL-L-CARNITINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
A0887-1G,5A-ANDROSTANE,Chemistry,Biochemistry IFRS & Other,Direct Assign
A0910-5MG,ALA-D-G-GLU-LYS-D-ALA-D-A,Chemistry,Biochemistry IFRS & Other,Direct Assign
G0625-5KG,D-(+)-GALACTOSE,Chemistry,Biochemistry IFRS & Other,Direct Assign
G1001-25G,D-GLUTAMIC ACID,Chemistry,Biochemistry IFRS & Other,Direct Assign
O7501-10G,SODIUM OLEATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
O9265-10MG,OSTHOLE,Chemistry,Biochemistry IFRS & Other,Direct Assign
SMB00708-1MG,LYSOBACTIN,Chemistry,Biochemistry IFRS & Other,Direct Assign
SMB00810-5MG,OLEOCANTHAL,Chemistry,Biochemistry IFRS & Other,Direct Assign
SMB00941-100MG,Monoethyl Phthalate,Chemistry,Biochemistry IFRS & Other,Direct Assign
V2002-250MG,VANCOMYCIN HCL,Chemistry,Biochemistry IFRS & Other,Direct Assign
V2002-5G,VANCOMYCIN HCL,Chemistry,Biochemistry IFRS & Other,Direct Assign
345250-20MG,N-AcetyllactosamineCOMPLE,Chemistry,Biochemistry IFRS & Other,Direct Assign
50020-100G,Beta-Glycerol phosphate,Chemistry,Biochemistry IFRS & Other,Direct Assign
A2562-.1MG,ANGIOTENSINOGEN FROM HUMA,Chemistry,Biochemistry IFRS & Other,Direct Assign
A26357-1KG,"ADIPIC ACID, 99%",Chemistry,Biochemistry IFRS & Other,Direct Assign
C3416-250MG,Carbenicillin disodium,Chemistry,Biochemistry IFRS & Other,Direct Assign
D9758-100MG,DILAURIN MIXED ISOMERS,Chemistry,Biochemistry IFRS & Other,Direct Assign
H6771-10MG,DL-A-HYDROXYMYRISTIC ACID,Chemistry,Biochemistry IFRS & Other,Direct Assign
N7627-1G,L-NORVALINE. ARGINASE INH,Chemistry,Biochemistry IFRS & Other,Direct Assign
N7878-100G,NITROFURANTOIN,Chemistry,Biochemistry IFRS & Other,Direct Assign
Q3001-10MG,QUERCITRIN HYDRATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
S0756-50MG,SPHINGOMYELIN FROM CHICKE,Chemistry,Biochemistry IFRS & Other,Direct Assign
05313-500MG,"L-GALACTONO-1,4-LACTONE",Chemistry,Biochemistry IFRS & Other,Direct Assign
17936-100UG-F,"1A,25-DIHYDROXYVITAMIN D3",Chemistry,Biochemistry IFRS & Other,Direct Assign
17936-1MG-F,"1A,25-DIHYDROXYVITAMIN D3",Chemistry,Biochemistry IFRS & Other,Direct Assign
CRM40467,"D,L-MENTHOL,1X1ML,2000UG/",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM40755,"CANNABIS TERPENE MIX A,1X",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM40763,"(-)-ALPHA-BISABOLOL,1X1ML",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
CRM42262,"BETA-MYRCENE,1X1ML,2000UG",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
42630-10MG,[10]-GINGEROL,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
46408-100MG,STEARYL STEARATE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
49879-5MG,NEOANDROGRAPHOLIDE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
82059-1ML-F,"2-METHYL-1-PROPANOL, STAN",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
34392-500MG,METHYLDIBROMOGLUTARONITRI,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
43034-100MG,BISPHENOLS,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
43051-100MG,PALMITIC ACID,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
18344-5ML-F,METHYL BENZOATE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
23454-100MG,BISPHENOLM,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
79245-100MG,(+)-CARVONE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
94619-25G,L-Valine,Chemistry,Biochemistry IFRS & Other,Direct Assign
C4999-250UG,PROINSULIN C-PEPTIDE (55-,Chemistry,Biochemistry IFRS & Other,Direct Assign
C5013-500G,CARBOXYMETHYL CELLULOSE H,Chemistry,Biochemistry IFRS & Other,Direct Assign
D9170-5VL,DIMETHYL SULFOXIDE PCR RE,Chemistry,Biochemistry IFRS & Other,Direct Assign
G4251-250G,L-GLUTATHIONE REDUCED,Chemistry,Biochemistry IFRS & Other,Direct Assign
50200-100G,"GLY-GLY BIOXTRA, >= 99.0%",Chemistry,Biochemistry IFRS & Other,Direct Assign
67578-100G,DEXTRAN SULFATE SODIUM SA,Chemistry,Biochemistry IFRS & Other,Direct Assign
F8150-500MG,D(+)FUCOSE,Chemistry,Biochemistry IFRS & Other,Direct Assign
H5534-10MG,TRANS-4-HYDROXY-L-PROLINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
H5659-1KG,L-HISTIDINE MONOHYDROCHLO,Chemistry,Biochemistry IFRS & Other,Direct Assign
H6515-10MG,L-HOMOSERINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
H6524-1MG,N-HEXANOYL-D-SPHINGOSINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
M1156-100MG,METHYL B-D-GLUCURONIDE SO,Chemistry,Biochemistry IFRS & Other,Direct Assign
124839.0500,PEFABLOC SC (4-(2-AMINOET,Chemistry,Biochemistry IFRS & Other,Direct Assign
178680-25GM,L(+)Arabinose (1.01488)CA,Chemistry,Biochemistry IFRS & Other,Direct Assign
17938-1MG,25-HYDROXYVITAMIN D3 MONO,Chemistry,Biochemistry IFRS & Other,Direct Assign
26125-1KG,SODIUM OLEATE >= 82 % FAT,Chemistry,Biochemistry IFRS & Other,Direct Assign
68224-50MG,N-DODECANOYL-L-HOMOSERINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
A6553-25MG,DL-2-AMINO-5-PHOSPHONOVAL,Chemistry,Biochemistry IFRS & Other,Direct Assign
C5157-10MG,CAMPESTEROL FROM SOYBEAN,Chemistry,Biochemistry IFRS & Other,Direct Assign
D8894-50MG,DIOLEOYLGLYCEROL,Chemistry,Biochemistry IFRS & Other,Direct Assign
F0752-5G,"D-FRUCTOSE 1,6-DIPHOSPHAT",Chemistry,Biochemistry IFRS & Other,Direct Assign
G4923-5MG,(E)-GUGGULSTERONE,Chemistry,Biochemistry IFRS & Other,Direct Assign
G5001-500MG,DL-GLYCERALDEHYDE CRYSTAL,Chemistry,Biochemistry IFRS & Other,Direct Assign
G5013-250MG,G418 DISULFATE SALT,Chemistry,Biochemistry IFRS & Other,Direct Assign
L4250-500G,DODECANOIC ACID,Chemistry,Biochemistry IFRS & Other,Direct Assign
L4391-1MG,LIPOPOLYSACCHARIDES FROM,Chemistry,Biochemistry IFRS & Other,Direct Assign
S3523-10MG,"SURFACTIN, FROM BACILLUS",Chemistry,Biochemistry IFRS & Other,Direct Assign
83917-1ML,"(-)-ROSE OXIDE, TERPENE S",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
31629-250MG,O-AMINOAZOTOLUENE OEKANAL,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
74601-100MG,"3,3'-DIINDOLYLMETHANE",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
31593-250MG,ARECOLIN HYDROBROMIDE VET,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
82059-10ML-F,"2-METHYL-1-PROPANOL, STAN",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
35406-1ML,"A-ZEARALENOL-SOLUTION, 10",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
43147-100ML,Bromide Standard for IC,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
63965-25MG,(-)-BETA-ELEMENE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
79255-100MG,Phtalic acid,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
32606-1ML,FUMONISIN B3- SOLUTION OE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
31659-100MG,"3,3-DIMETHYLBENZIDINE OEK",Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
66468-50MG,ARBUTIN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
31420-100MG-F,EXTRAN STANDARD 50'000 FR,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
42575-10MG,DEHYDROCOSTUS LACTONE,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
M3501-1G,8-METHOXYPSORALEN,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
01354-100MG,QUINOLINE YELLOW 2SF,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
38364-100ML,Phosphate Standard for IC,Chemistry,Reference Materials (RM),"Additional, Phys Prop & Matrix"
07558-25MG,4-OXORETINOIC ACID,Chemistry,Reference Materials (RM),Clinical & Forensics
92586-5MG,SUBEROYL-L-CARNITINE-(N-M,Chemistry,Reference Materials (RM),Clinical & Forensics
E-058-1ML,Epitestosterone solution,Chemistry,Reference Materials (RM),Clinical & Forensics
32553-10MG,TINIDAZOLE,Chemistry,Reference Materials (RM),Clinical & Forensics
D-907-1ML,Diazepam solution,Chemistry,Reference Materials (RM),Clinical & Forensics
D-915-1ML,Desalkylflurazepam solu,Chemistry,Reference Materials (RM),Clinical & Forensics
A6848-50MG,AZTREONAM,Chemistry,Reference Materials (RM),Clinical & Forensics
05156-10MG,ALBENDAZOLE-2-AMINOSULFON,Chemistry,Reference Materials (RM),Clinical & Forensics
12633-1MG,TIGLOYL-L-CARNITINE-,Chemistry,Reference Materials (RM),Clinical & Forensics
80529-50MG,2-HYDROXY-3-METHYLVALERIC,Chemistry,Reference Materials (RM),Clinical & Forensics
32162-10MG,KETOTRICLABENDAZOLE,Chemistry,Reference Materials (RM),Clinical & Forensics
32189-10MG,IPRONIDAZOLE-OH-(N-METHYL,Chemistry,Reference Materials (RM),Clinical & Forensics
39588-10MG,TIGLOYL-L-CARNITINE,Chemistry,Reference Materials (RM),Clinical & Forensics
92939-25MG,4-METHYLAMINOANTIPYRINE H,Chemistry,Reference Materials (RM),Clinical & Forensics
S3626-100ML,SQUALENE,Chemistry,Biochemistry IFRS & Other,Direct Assign
S3674-100G,SUCCINIC ACID BIOXTRA,Chemistry,Biochemistry IFRS & Other,Direct Assign
T8441-1KG,"L-THREONINE BIOXTRA, MEET",Chemistry,Biochemistry IFRS & Other,Direct Assign
61251-10MG,PALMITOYL-L-CARNITINE,Chemistry,Biochemistry IFRS & Other,Direct Assign
700060P-5MG,desmosterol,Chemistry,Biochemistry IFRS & Other,Direct Assign
76559-100MG,2-OLEOYL-1-PALMITOYL-SN-G,Chemistry,Biochemistry IFRS & Other,Direct Assign
76559-500MG,2-OLEOYL-1-PALMITOYL-SN-G,Chemistry,Biochemistry IFRS & Other,Direct Assign
A0812-25MG,"N-ACETYLNEURAMINIC ACID,",Chemistry,Biochemistry IFRS & Other,Direct Assign
C8392-100ML,CLOVE OIL,Chemistry,Biochemistry IFRS & Other,Direct Assign
C8392-500ML,CLOVE OIL,Chemistry,Biochemistry IFRS & Other,Direct Assign
G1001-1G,D-GLUTAMIC ACID,Chemistry,Biochemistry IFRS & Other,Direct Assign
P8296-100MG,5-PHOSPHO-D-RIBOSE 1-DIPH,Chemistry,Biochemistry IFRS & Other,Direct Assign
P8396-10G,"PIPERACILLIN SODIUM SALT,",Chemistry,Biochemistry IFRS & Other,Direct Assign
SMB00703-25MG,TETRAACETYLPHYTOSPHINGOSI,Chemistry,Biochemistry IFRS & Other,Direct Assign
SMB00972-50MG,POTASSIUM PHENYL SULFATE,Chemistry,Biochemistry IFRS & Other,Direct Assign
V0513-10MG,"L-VALINE, NON-ANIMAL SOUR",Chemistry,Biochemistry IFRS & Other,Direct Assign
V2876-1G,"VITAMIN B12, >=98%",Chemistry,Biochemistry IFRS & Other,Direct Assign
385908-500MG,"Hyaluronic Acid, Sodium S",Chemistry,Biochemistry IFRS & Other,Direct Assign
