Stockcode,Descripiton,blue_oracle_layout,LEGACY_FLAG,Cat,Sub Cat,SBU,HIERARCHY_L6_DESC,SOURCE_SUBSIDIARY
940000000000,ATMCABL01 MAS-100 Atmos sensor board cable,ATMCABL01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
C9386-500G,C9386-500G HY-CASE SF,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
LI0691-SIAL,LI0691 TRANSIA PLATE LISTERIA SPP.,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
900000000000,MHA000P2F M-FC Fecal Coliform Liquid Media Ampoule,MHA000P2F,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1975 Merck Millipore USA
900000000000,"XX2504755 LATEX TUBING 1/4""ID 23"" LENGTH",XX2504755,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
900000000000,MXRPMPCB1 ELECTRONIC BOARD SPRAYER MILL RAPID,MXRPMPCB1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,"EFHAB250B EZ-FIT FUNNEL 250ML BLACK MEMBR. 0,45µM",EFHAB250B,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
900000000000,"EFHAW100I EZ-FIT FUNNEL 100ML WHITE M. 0,45µM IND",EFHAW100I,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
0120214-2X5L,0120214-2X5L BUFFERED PEPTONE WATER IN BAGS,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1975 Merck Millipore USA
1170850001,1170850001 MAS-100 Iso NT® Pressure Tes 1 PC,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
1301940021,1301940021 HY-LITE FREE ATP PENS 50 PENS,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1190
1454950001,1454950001 Threaded Pin M3x4 Hexagon Flat Point,,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
1665050020-CN,1665050020-CN TSA 90mm ICR 20 P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1213 Merck Life Science Tech. Nantong
39734-88G-F,39734-88G-F Membrane Lactose Glucuronide AgarNutriS&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
41932-500G,41932-500G L-Lysine decarboxylation mediumNutrisel&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
48305-50G-F,48305-50G-F BILE ACIDS SODIUM SALT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
50875-500G,50875-500G GSP AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
66003-100,66003-100 SIMPLATE TOTAL PLATE COUNT S,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
73060-SIAL,73060-SIAL GDS VORTEX MIXER POWER CONVERTER FOR EU,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
89916-500G,89916-500G Modified Lauryl Sulfate Tryptose Broth &,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
910000000000,EZFLVAL12 EZ-FLUO ON-SITE IQ/OQ AND PQ CONSULTING,EZFLVAL12,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
910000000000,MXQULTVP2 Quantum/Oasis Validation Protocol US,MXQULTVP2,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,SYINSTL21 Symbio Installation Remote Training,SYINSTL21,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,MXR2PMVHP15 Mfx Oasis VHP OS Preventive Maintenance,MXR2PMVHP15,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
92650-5VL,92650-5VL STREP B CHROMOSELECT SELECTIVE SUPPLEME&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
940000000000,"GM03600000045 PUMP, WASTE, ETS 15",GM03600000045,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,GM10045038 LIGHT BARRIER W/ RED CONNECTOR,GM10045038,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
CRM06571M-10EA,CRM06571M-10EA STAPHYLOCOCCUS AUREUS NCTC 6571 MEDIUM,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
F6797-500G,F6797-500G Frey mycoplasma broth baseNutriSelect P&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,STBMCTM12DP CLEAR THIOGLYCOLLATE MEDIUM FOR STERILIT,STBMCTM12DP,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,SYMBLFHA1 ST SYMBIO ACCESSOR LFH 2 MED,SYMBLFHA1,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,SYMBFHV01 ST SYMB FLE INT KIT HIGH OVAL,SYMBFHV01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
08582-10VL-F,"08582-10VL-F UREA SOLUTION, BIOCHEMIKA, FOR MICROBIO&",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
1038700500,1038700500 Brain Heart Infusion (BHI) a 500 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1464960010,1464960010 Mod Tween Letheen Broth 90ml 586090-10P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
1467650020,1467650020 ReadyPlate 55 Slanetz&Bartley ISO 7899,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
28228-100G-F,"28228-100G-F Sulfate Reducing Broth, BaseNutriSelect&",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
79112-SIAL,79112 GDS PPMX POWER CORD,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
910000000000,MXRP2SPRKT Milliflex Rapid 2.0 Autospray Station,MXRP2SPRKT,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),1945 Merck Millipore France
910000000000,MXRPIQOQEP Mfx Rapid IQ OQ e-Protocol,MXRPIQOQEP,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
91249-500G,"91249-500G PEPTONE FROM MEAT, BACTERIOLOGICAL",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
92144-25KG-F,92144-25KG-F YEAST EXTRACT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
900000000000,SB1LWHSNG LOWER HOUSING FOR SYMBIO ISL,SB1LWHSNG,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SB2KEYPAD KEYPAD FOR SYMBIO FLEX,SB2KEYPAD,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1072132500,"1072132500 PEPTONE FROM CASEIN PANCREATIC DIGESTED,",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1154210100,1154210100 TRYPTONE SALT TABLETS FOR MICROBIOLOGY,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1301
1190340002,1190340002 ANAEROTEST FOR MICROBIOLOGY 1 ROLL,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1190
1301910001,1301910001 BATTERY HOLDER 1 UNIT,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1190
1464250006,1464250006 Orange Serum Agar 540200-6P,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
1466820010,1466820010 NaCl-PeptB.+5%T 20 ml sd -10P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
1467570200,1467570200 ReadyPlate 55 CCA ISO 9308 200PC,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
1467690020,1467690020 ReadyPlate 55 m-Green Agar 20P,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
1667870020-CN,1667870020-CN TSA +LTHThio sedi.ICR+ 20 P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1213 Merck Life Science Tech. Nantong
17192-500G,17192-500G Peptone Sorbitol Bile BrothNutriSelect &,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
40834-500G-F,"40834-500G-F Actinomyces Broth, VegitoneNutriSelect &",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
53777-500ML,53777-500ML HYBRISCAN(TM) WASH SOLUTION,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
900000000000,RMLL000LR RAPID MICRO RADIATION REAGENT KIT,RMLL000LR,RED,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),2177
92324-500G,92324-500G Cronobacter spp. ChromoSelect AgarNutri&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
940000000000,MXRPWRSPZA Milliflex Rapid power supply - ZA,MXRPWRSPZA,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),1945 Merck Millipore France
O5386-100G,O5386-100G Ornithine Decarboxylase BrothNutriSelec&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,"RMHVMFX24 MFX RAPID FUNNEL 0.45UM, 100ML, WHITE",RMHVMFX24,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),1945 Merck Millipore France
900000000000,MXQREAG48 Milliflex Quantum reag. f/48 mic. tests,MXQREAG48,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),1945 Merck Millipore France
900000000000,"MXHVWP124 MILLIFLEX FUNNEL 0.45UM, 100ML, PVDF",MXHVWP124,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
900000000000,MXRPDAG09 MILLIFLEX RAPID CLEANING / DECONTAMINATI,MXRPDAG09,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),1945 Merck Millipore France
900000000000,SYMBLFH03 STERITEST SYMBIO LFH PUMP 3 M,SYMBLFH03,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
00563-500G-F,00563-500G-F MM ChromoSelect AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
1039150500,1039150500 TRIPLE SUGAR IRON AGAR FOR MICROBIOLOGY,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1097890001,1097890001 MAS-100 Iso NT® Ethernet Mod 1 PC,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
1106900500,1106900500 DEV LACTOSE PEPTONE BROTH FOR MICROBIOLO,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1463260020,1463260020 ReadyPlate CHROM TBX Agar ISO 16649,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
1464290100,1464290100 Tryptic Soy A. (Tubes 18ml) 3071R-100P,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
1465380020,1465380020 SDA Contact +LTHTh sel-ICR+ 851-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1467780018,1467780018 TSA with LTHTh - ICR 15cm 18PC,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1665020200-CN,1665020200-CN TSA Contact +LT -ICR 200 P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1213 Merck Life Science Tech. Nantong
38944-500G-F,"38944-500G-F MRS Broth modified, VegitoneNutriSelect&",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
67055-5VL,67055-5VL,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
73021-SIAL,73021-SIAL GDS OTV INSERT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
82450-500G,"82450-500G PROTEOSE-PEPTONE, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,CNHALA310 STERISECURE STERILITY TESTING DEVICE FOR,CNHALA310,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,READP0W01 POWER SUPPLY FOR READERS,READP0W01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
900000000000,EZFKIT001AS EZ-Fluo System Kit (AS),EZFKIT001AS,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1945 Merck Millipore France
900000000000,QUAPMSTD11 Mfx Quantum OS Prev Maint w/o contract,QUAPMSTD11,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
900000000000,MPIPMSTD01 Milliflex VHP standard Prevent Mainten,MPIPMSTD01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
910000000000,ASPMMCG001 MAS-100 CG Ex Essential WS Service plan,ASPMMCG001,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,SYMBDTCC1 ST SYMBIO DR TRAY CONT LFH 2 CURVED OUTL,SYMBDTCC1,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
910000000000,EFHAB10BS EZ FIT Pink Funnel HABG 100ml Bulk,EFHAB10BS,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
910000000000,MM2IQOQEP Milliflex Oasis 2 Heads Pump e-Protocol,MM2IQOQEP,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,MCTRAINR21 MC Media Pad e-learning - how to use - R,MCTRAINR21,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,MCGEXPRIN MAS-100 CG Ex external printer w/cable,MCGEXPRIN,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
940000000000,MMTRAIN23 Milliflex Oasis e-learning - maintenance,MMTRAIN23,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,"GM10046586 PLATE, VERIFICATION, READER, COMPLETE",GM10046586,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,"GM10046068 ASSY., MOTOR W/ MOUNTING PLATE",GM10046068,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,ATMGSK107 MAS-100 Atmos gasket 107mm for head,ATMGSK107,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
A04533-SIAL,A04533,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2002
CCW4109-20X20ML,CCW4109-20X20ML MRS Agar in tubes,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2002
VT000342-10EA,VT000342-10EA Staphylococcus aureus WDCM 00034 Vitroid,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,TZHADA210 Steritest® NEO POWDERS AMP MCE,TZHADA210,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,MXRPVALV1 PINCH VALVE SPRAYER MILL RAPID,MXRPVALV1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SYMBAFS01 ST SYMBIO ACCESSORIES SCREW,SYMBAFS01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1171450001,1171450001 MAS-100 Iso MH®  Control un 1 PC,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
1441960001,1441960001 Rotor 1 ST,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1961 Merck Millipore India
1463960006,1463960006 Fluid D acc. USP 5771000SD-6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
52062-2.5KG-F,"52062-2.5KG-F LB-Agar, high saltNutriSelect Plus",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
66005-500,66005-500 SIMPLATE TOTAL COLIFORM & E. COLI M,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
67447-154G,67447-154G,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
75258-2VL-F,75258-2VL-F YERSINIA SELECTIVE SUPPLEMENT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
79199-SIAL,79199-SIAL PPMX Surface Pro Power Cord UK,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),"1306 BioControl Systems, Inc"
80331-5VL,80331-5VL EC O157:H7 CHROMOSELECT SELECTIVE SUPPL&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
